game_state_key,field_pos_bin,ydstogo_bin,score_diff_bin,time_bin,wpa_fg,wpa_go,wpa_punt,n_total,wrong_call_rate,pct_actual_go,pct_actual_punt,pct_actual_fg,optimal_decision
own_territory|short_2_3|up_one_score|second_half,own_territory,short_2_3,up_one_score,second_half,,,-0.007328493804789636,113,0.017699115044247787,0.017699115044247787,0.9823008849557522,0.0,punt
own_territory|short_2_3|up_one_score|two_min_drill,own_territory,short_2_3,up_one_score,two_min_drill,,,-0.08148591265845682,30,0.1,0.1,0.9,0.0,punt
red_zone|long_7plus|down_big|4th_quarter,red_zone,long_7plus,down_big,4th_quarter,-0.006641854434527136,-0.0014830051749470904,,234,0.6538461538461539,0.34615384615384615,0.0,0.6538461538461539,go_for_it
red_zone|long_7plus|down_big|early_game,red_zone,long_7plus,down_big,early_game,0.007698700090823983,,,327,0.01529051987767584,0.01529051987767584,0.0,0.9847094801223242,field_goal
red_zone|long_7plus|down_big|late_4th,red_zone,long_7plus,down_big,late_4th,-0.002752838771643674,-0.0027582963841366707,,192,0.578125,0.578125,0.0,0.421875,field_goal
red_zone|long_7plus|down_big|second_half,red_zone,long_7plus,down_big,second_half,0.0024786662826980755,0.0010880497891486956,,304,0.0756578947368421,0.0756578947368421,0.0,0.9243421052631579,field_goal
red_zone|long_7plus|down_big|two_min_drill,red_zone,long_7plus,down_big,two_min_drill,-0.011082112525279297,-4.45391090495182e-05,,136,0.22058823529411764,0.7794117647058824,0.0,0.22058823529411764,go_for_it
red_zone|long_7plus|down_close|4th_quarter,red_zone,long_7plus,down_close,4th_quarter,0.013141859322672743,,,77,0.012987012987012988,0.012987012987012988,0.0,0.987012987012987,field_goal
red_zone|long_7plus|down_close|early_game,red_zone,long_7plus,down_close,early_game,0.0012451890553977036,,,297,0.003367003367003367,0.003367003367003367,0.0,0.9966329966329966,field_goal
red_zone|long_7plus|down_close|late_4th,red_zone,long_7plus,down_close,late_4th,-0.023505429197363772,,,45,0.0,0.0,0.0,1.0,field_goal
red_zone|long_7plus|down_close|second_half,red_zone,long_7plus,down_close,second_half,0.01075009177339838,,,94,0.0,0.0,0.0,1.0,field_goal
red_zone|long_7plus|down_close|two_min_drill,red_zone,long_7plus,down_close,two_min_drill,0.05891241017172936,,,66,0.0,0.0,0.0,1.0,field_goal
